case_id,customer_id,event_timestamp,data_source,generator_version,failure_category,payment_method,recovery_action,customer_segment,amount_rupees,attempt_count,communication_count,customer_success_rate,customer_tenure_days,previous_failures,previous_recoveries,hours_since_failure,days_to_deadline,hour_of_day,day_of_week,is_subscription,recovered,recovered_amount_rupees,action_cost_rupees,net_recovered_rupees,time_to_recovery_hours
838231a2-97be-4091-864f-5d059135c61b,cust_48eb876ef67b,2025-09-11T01:10:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,retry_payment,high_value,651.41,1,0,0.9502,972,0,0,9.77,6.59,1,3,0,1,651.41,0.5,650.91,39.17
0c84796a-7a4a-4ec9-b066-90eb89269d95,cust_5600e3aff35f,2025-09-11T01:24:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,card,request_customer_authorization,standard,7106.62,1,2,0.6385,244,3,3,12.91,6.46,1,3,0,1,7106.62,1.0,7105.62,30.58
b4a40a78-e1c6-4ff7-aef3-8d76d309969d,cust_433be50965c6,2025-09-11T01:37:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,card,request_customer_authorization,new_or_risky,5046.23,0,1,0.4282,569,2,0,7.31,6.7,1,3,1,0,0.0,1.0,-1.0,
b113101e-f9fb-4907-ba05-4cf55f88fce3,cust_94c2126e2db2,2025-09-11T02:51:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,retry_payment,high_value,16279.35,0,0,0.8976,1106,1,1,4.47,6.81,2,3,1,1,16279.35,0.5,16278.85,12.56
b346567b-94ba-4dd8-81ec-8866bc8248c5,cust_1df0f8623da9,2025-09-11T03:58:00+00:00,synthetic,synthetic_v1,invalid_or_expired_method,card,request_payment_method_update,standard,1229.93,0,0,0.7955,789,1,1,27.86,5.84,3,3,0,1,1229.93,1.5,1228.43,0.25
1c7eceea-9dab-4403-a4af-1d49a6e8bacb,cust_517f107e26df,2025-09-11T04:41:00+00:00,synthetic,synthetic_v1,unknown,emandate,human_review,standard,511.85,0,0,0.9272,398,0,0,13.71,6.43,4,3,0,0,0.0,50.0,-50.0,
a3953427-1b0f-4915-9d62-fdfa7ab42f56,cust_9935ed9f2805,2025-09-11T05:24:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,card,stop_recovery,standard,863.94,1,0,0.5021,551,2,0,0.66,6.97,5,3,0,0,0.0,0.0,0.0,
533e9b55-576a-4fd6-af95-c0eade7f94b2,cust_1094dd409d8f,2025-09-11T05:29:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,retry_payment,high_value,7200.52,0,2,0.6471,1753,1,0,18.43,6.23,5,3,1,1,7200.52,0.5,7200.02,19.68
bd693599-8470-47bc-99e9-3ee821e74eb1,cust_fc8b53702ebb,2025-09-11T05:32:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,card,request_customer_authorization,high_value,757.86,0,0,0.6177,1788,4,3,10.9,6.55,5,3,0,0,0.0,1.0,-1.0,
9fd5bc8b-47e4-4318-9eff-eaf5cbbe5fde,cust_9127cafe778a,2025-09-11T05:40:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,card,retry_payment,high_value,1683.64,1,0,0.832,1494,2,2,29.52,5.77,5,3,0,1,1683.64,0.5,1683.14,6.75
5222bade-909b-485b-929b-05f864616d5e,cust_7789aa68779b,2025-09-11T05:48:00+00:00,synthetic,synthetic_v1,invalid_or_expired_method,upi,request_payment_method_update,high_value,13209.32,2,2,0.9075,1488,1,1,3.72,6.84,5,3,0,0,0.0,1.5,-1.5,
e23a76b8-beed-40aa-925d-7e178b2b24e6,cust_138db1a5c33b,2025-09-11T06:17:00+00:00,synthetic,synthetic_v1,insufficient_funds,upi,retry_payment,high_value,630.76,2,1,0.735,1064,2,1,22.67,6.06,6,3,0,0,0.0,0.5,-0.5,
17f2cd84-f3e0-4e38-ab64-a7d924e03f48,cust_8dae04d26989,2025-09-11T06:33:00+00:00,synthetic,synthetic_v1,invalid_or_expired_method,card,request_payment_method_update,high_value,3357.89,0,0,0.8642,1704,4,3,0.58,6.98,6,3,0,1,3357.89,1.5,3356.39,33.65
399b85e4-b280-44f7-97c9-9d66f2fed90f,cust_a92de8be9dcf,2025-09-11T06:41:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,card,request_customer_authorization,standard,1546.67,2,0,0.8535,724,1,1,45.27,5.11,6,3,1,1,1546.67,1.0,1545.67,10.21
fe680719-11ee-440a-8612-8b665c283075,cust_ef7983368be5,2025-09-11T07:45:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,netbanking,request_customer_authorization,standard,336.93,2,0,0.9246,321,0,0,29.88,5.75,7,3,0,1,336.93,1.0,335.93,17.49
d482ac63-ece1-4ac4-8d06-fc7e398e542b,cust_fb359d81d860,2025-09-11T07:54:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,send_payment_link,high_value,377.38,2,3,0.8387,1405,0,0,39.37,5.36,7,3,0,0,0.0,1.0,-1.0,
62ce478a-ee0b-48a3-9734-7640028050fe,cust_e008ab2ec5da,2025-09-11T08:10:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,card,stop_recovery,standard,1352.67,0,1,0.8133,728,0,0,19.56,6.19,8,3,0,0,0.0,0.0,0.0,
0ade3f41-a636-4e2a-9892-1a37e744a131,cust_4883a591f9c3,2025-09-11T09:05:00+00:00,synthetic,synthetic_v1,insufficient_funds,wallet,retry_payment,standard,540.91,0,1,0.7768,231,1,1,38.28,5.41,9,3,1,1,540.91,0.5,540.41,3.6
ad8ada95-593a-477d-897f-0570e653c84b,cust_cd8f3d269eb1,2025-09-11T09:29:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,emandate,retry_payment,high_value,5093.27,1,0,0.4978,1470,5,5,17.64,6.26,9,3,0,0,0.0,0.5,-0.5,
5a92d659-070d-4dcb-92a1-a1ca8694fb1d,cust_b3a22aa31793,2025-09-11T09:43:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,card,stop_recovery,standard,1983.74,1,0,0.5815,726,1,0,17.63,6.27,9,3,0,0,0.0,0.0,0.0,
074060e7-609f-4a4f-a0f7-af12446f72e5,cust_3a053fa3b9fc,2025-09-11T09:50:00+00:00,synthetic,synthetic_v1,invalid_or_expired_method,card,request_customer_authorization,high_value,724.75,1,0,0.9916,1081,4,4,22.15,6.08,9,3,0,1,724.75,1.0,723.75,1.52
613145ea-50cb-439e-91ad-5053baa29ced,cust_b39e60304141,2025-09-11T11:44:00+00:00,synthetic,synthetic_v1,unknown,netbanking,human_review,standard,4083.27,0,3,0.7113,749,2,2,15.11,6.37,11,3,0,1,4083.27,50.0,4033.27,11.37
3544907b-c528-462e-b963-1560af480664,cust_14a20d8f60b4,2025-09-11T12:02:00+00:00,synthetic,synthetic_v1,insufficient_funds,upi,send_payment_link,standard,1259.93,1,3,0.8337,847,3,3,6.07,6.75,12,3,0,1,1259.93,1.0,1258.93,38.76
6d6d9f38-99cf-4bed-ae0c-c79adf52b1f7,cust_60c9264daa12,2025-09-11T12:30:00+00:00,synthetic,synthetic_v1,unknown,card,human_review,standard,3019.53,1,0,0.7469,699,3,3,34.04,5.58,12,3,0,1,3019.53,50.0,2969.53,10.38
d0b3e273-3340-4a47-b197-aaa17fb817e4,cust_9fcbc085eef8,2025-09-11T12:34:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,upi,human_review,standard,6614.67,3,3,0.7002,248,1,1,6.94,6.71,12,3,1,0,0.0,50.0,-50.0,
49f9a17c-9842-4eae-bbbe-c6f7cc21064e,cust_15b71622909e,2025-09-11T12:47:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,retry_payment,high_value,960.97,1,0,0.731,1623,2,0,6.08,6.75,12,3,0,1,960.97,0.5,960.47,13.06
cda485d4-bd20-4068-9cc0-05e2831b7696,cust_d3bd524ea21d,2025-09-11T12:55:00+00:00,synthetic,synthetic_v1,insufficient_funds,upi,retry_payment,high_value,19270.87,1,0,0.8173,1329,2,1,2.77,6.88,12,3,0,0,0.0,0.5,-0.5,
65114da8-a574-4d48-9ea3-6590aa61736e,cust_c19602be303a,2025-09-11T13:06:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,retry_payment,high_value,1641.92,0,0,0.6912,1811,3,2,1.21,6.95,13,3,0,0,0.0,0.5,-0.5,
926c3a81-0445-4213-920f-b57de90ec5d0,cust_9faf85ca6246,2025-09-11T13:56:00+00:00,synthetic,synthetic_v1,unknown,card,human_review,standard,147.96,0,0,0.6549,607,2,2,69.52,4.1,13,3,0,0,0.0,50.0,-50.0,
1af24cde-24fd-44c8-a512-fb2c1daa2f93,cust_faf9951e8071,2025-09-11T16:15:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,request_customer_authorization,standard,1904.49,3,2,0.8445,83,3,2,8.08,6.66,16,3,0,0,0.0,1.0,-1.0,
a9964792-180c-4e32-8660-92c727dd17e9,cust_5f1600f5747a,2025-09-11T16:25:00+00:00,synthetic,synthetic_v1,invalid_or_expired_method,upi,request_payment_method_update,high_value,1168.4,0,0,0.9381,912,0,0,25.69,5.93,16,3,0,1,1168.4,1.5,1166.9,4.26
e5e38507-bb31-41dd-bb95-1e816aa68d3f,cust_0315dead83d8,2025-09-11T16:31:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,netbanking,request_payment_method_update,standard,6857.93,1,0,0.5671,743,2,1,12.2,6.49,16,3,0,0,0.0,1.5,-1.5,
56581ba9-a1aa-498c-9f6e-05afbbc72518,cust_fb91f08cd859,2025-09-11T16:46:00+00:00,synthetic,synthetic_v1,insufficient_funds,wallet,request_customer_authorization,standard,4000.59,2,0,0.6735,585,3,1,17.0,6.29,16,3,0,0,0.0,1.0,-1.0,
79ca8237-ac0c-453f-90c7-109a149f2a19,cust_0147c088f705,2025-09-11T16:48:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,human_review,standard,702.95,0,0,0.5936,178,2,2,16.02,6.33,16,3,0,1,702.95,50.0,652.95,31.07
0c4cb8c0-ea9c-46b3-8569-128d98f5e878,cust_56eda5fc7af0,2025-09-11T16:48:00+00:00,synthetic,synthetic_v1,invalid_or_expired_method,upi,request_payment_method_update,high_value,937.23,0,1,0.7611,1294,4,3,22.14,6.08,16,3,0,1,937.23,1.5,935.73,3.13
79bfde7a-d36a-4543-b860-89112c12ebd3,cust_9f6a40d2bf6d,2025-09-11T16:56:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,card,request_customer_authorization,standard,6802.78,2,0,0.5728,607,2,1,51.56,4.85,16,3,0,0,0.0,1.0,-1.0,
6b47d129-a262-437d-8f3f-4e5fd2484e5f,cust_77c90713b917,2025-09-11T16:57:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,card,request_customer_authorization,standard,1424.54,1,0,0.8713,78,0,0,91.76,3.18,16,3,1,1,1424.54,1.0,1423.54,24.86
e53b7bcf-32ee-4765-95a3-25e0cd6641dd,cust_d7c99d38bb37,2025-09-11T17:15:00+00:00,synthetic,synthetic_v1,insufficient_funds,upi,retry_payment,high_value,554.78,2,1,0.6355,1147,3,2,14.07,6.41,17,3,0,0,0.0,0.5,-0.5,
3a5bbd05-eaf5-4314-b8bf-806aae6a1425,cust_f9b1b60152c3,2025-09-11T17:41:00+00:00,synthetic,synthetic_v1,unknown,card,human_review,high_value,3394.15,4,0,0.7265,1580,3,2,7.07,6.71,17,3,0,0,0.0,50.0,-50.0,
78a209bb-897a-4957-b2f7-c66b7f0520eb,cust_9032870be27a,2025-09-11T19:07:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,upi,request_customer_authorization,high_value,1467.29,0,2,0.8496,1662,0,0,27.42,5.86,19,3,1,1,1467.29,1.0,1466.29,7.62
033b01de-191b-4206-9172-06ecf20875ff,cust_4901632cbf2c,2025-09-11T19:44:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,wallet,retry_payment,standard,652.25,0,0,0.7614,411,2,2,4.67,6.81,19,3,0,1,652.25,0.5,651.75,33.37
dbc2b15a-8c7f-477c-a368-55b16c52f680,cust_94076e476474,2025-09-11T19:57:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,netbanking,request_customer_authorization,high_value,3001.35,0,0,0.8854,1102,0,0,3.38,6.86,19,3,0,1,3001.35,1.0,3000.35,8.72
d01fdc34-6da6-4b14-9a0e-c2bde5ab810e,cust_2176fd99a947,2025-09-11T20:11:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,request_customer_authorization,high_value,304.68,2,0,0.7987,1486,1,1,8.59,6.64,20,3,1,0,0.0,1.0,-1.0,
e5a935f9-6a8e-49bd-a871-1af3b9885a44,cust_3860266d403d,2025-09-11T20:20:00+00:00,synthetic,synthetic_v1,unknown,emandate,human_review,standard,7659.29,1,0,0.7923,487,2,2,5.92,6.75,20,3,1,0,0.0,50.0,-50.0,
4e242cc8-6be3-4964-b51a-1336899386b4,cust_cf4414cac61f,2025-09-11T21:01:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,retry_payment,standard,587.07,1,0,0.7399,780,4,2,2.11,6.91,21,3,1,1,587.07,0.5,586.57,58.94
368009da-6341-4d12-a50d-f6b374e53924,cust_59940c72f9c1,2025-09-11T21:09:00+00:00,synthetic,synthetic_v1,unknown,upi,human_review,standard,1499.94,2,0,0.8619,359,0,0,52.23,4.82,21,3,1,1,1499.94,50.0,1449.94,97.49
26f59e76-3807-4532-8650-0d0a14716673,cust_521b30314c96,2025-09-11T21:23:00+00:00,synthetic,synthetic_v1,insufficient_funds,upi,retry_payment,high_value,604.75,0,1,0.7511,950,1,0,70.21,4.07,21,3,1,0,0.0,0.5,-0.5,
bb5ba482-c49b-48a9-b5b9-804ac7222dbe,cust_9ed9551728f1,2025-09-11T21:29:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,netbanking,request_customer_authorization,high_value,2218.74,0,0,0.7748,1366,1,1,5.87,6.76,21,3,1,1,2218.74,1.0,2217.74,1.08
e0c5b9c0-8649-4004-87e2-d33e5d99eaff,cust_f9c7aa20cb23,2025-09-11T21:52:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,upi,request_customer_authorization,high_value,272.96,0,0,0.7789,1383,6,5,59.04,4.54,21,3,0,1,272.96,1.0,271.96,25.19
6cffd2fe-2f86-41f7-894c-6d33a8a41c3b,cust_def5c35bda20,2025-09-11T21:59:00+00:00,synthetic,synthetic_v1,insufficient_funds,upi,retry_payment,standard,293.24,1,0,0.8151,843,1,0,21.8,6.09,21,3,1,0,0.0,0.5,-0.5,
12e48419-282d-46ec-958b-cd91af10d9a8,cust_0743c346dfb0,2025-09-11T22:22:00+00:00,synthetic,synthetic_v1,insufficient_funds,emandate,retry_payment,high_value,8829.16,1,1,0.5544,1329,2,2,29.05,5.79,22,3,0,1,8829.16,0.5,8828.66,30.08
f50356b6-2858-4c50-a5aa-aafb2476a3f9,cust_cb94bbe55187,2025-09-11T22:27:00+00:00,synthetic,synthetic_v1,insufficient_funds,emandate,retry_payment,standard,1070.2,1,1,0.7601,606,2,1,64.93,4.29,22,3,1,0,0.0,0.5,-0.5,
efeeba9b-9e6d-46bb-8591-ce18ca29afda,cust_1d95ed2fb1f3,2025-09-11T22:53:00+00:00,synthetic,synthetic_v1,insufficient_funds,netbanking,human_review,standard,4035.09,0,1,0.8879,307,1,1,8.7,6.64,22,3,0,1,4035.09,50.0,3985.09,0.25
c644eb2c-eec0-46d9-afcd-bb3aaa2de500,cust_1361559cbbb8,2025-09-11T23:00:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,upi,request_customer_authorization,standard,996.92,4,2,0.6005,559,1,0,0.35,6.99,23,3,0,1,996.92,1.0,995.92,16.11
86c4d2c4-b743-45d7-85d0-7a2be3e08eaa,cust_7566992c93b7,2025-09-11T23:01:00+00:00,synthetic,synthetic_v1,invalid_or_expired_method,emandate,request_payment_method_update,standard,5312.72,2,0,0.7268,601,2,2,14.01,6.42,23,3,1,0,0.0,1.5,-1.5,
cd877a07-f79b-4cbb-97b7-fe645667b1f1,cust_5b2f11da0b14,2025-09-11T23:14:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,emandate,retry_payment,standard,1698.13,3,1,0.6062,846,1,0,2.73,6.89,23,3,0,1,1698.13,0.5,1697.63,57.86
31a6bf62-4ef8-49df-b666-9f41f6871434,cust_077346b5d562,2025-09-11T23:24:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,card,retry_payment,high_value,910.78,4,0,0.6556,1683,1,1,26.93,5.88,23,3,0,0,0.0,0.5,-0.5,
c389f527-0fba-470b-991b-f84632044849,cust_425b889c3877,2025-09-11T23:45:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,card,human_review,standard,5309.47,2,0,0.8053,550,3,3,37.98,5.42,23,3,0,0,0.0,50.0,-50.0,
75cbf89c-7025-47af-a2bd-7c88aa18158f,cust_3f66780dc92f,2025-09-11T23:48:00+00:00,synthetic,synthetic_v1,insufficient_funds,emandate,retry_payment,standard,2681.5,0,0,0.9761,51,0,0,1.08,6.96,23,3,1,0,0.0,0.5,-0.5,
264277e9-e99c-494c-9c19-55ec5032d0dc,cust_1c41f9a0efd3,2025-09-12T00:20:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,netbanking,retry_payment,standard,3834.83,1,0,0.7342,862,2,2,29.96,5.75,0,4,1,1,3834.83,0.5,3834.33,6.06
e6558327-792c-439b-978d-2c5be12aa217,cust_8e995bd37808,2025-09-12T00:23:00+00:00,synthetic,synthetic_v1,insufficient_funds,wallet,request_customer_authorization,high_value,7979.15,1,1,0.928,1803,1,1,5.22,6.78,0,4,0,0,0.0,1.0,-1.0,
f6d1217a-02f8-4be0-b346-27d5e0784a44,cust_a422dbaf23a4,2025-09-12T00:24:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,retry_payment,high_value,158.59,0,0,0.6454,1019,2,1,37.32,5.45,0,4,0,1,158.59,0.5,158.09,13.68
3c09000d-ceb4-4bf3-8964-4a8c15b94b54,cust_5ffd6b09304c,2025-09-12T00:28:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,retry_payment,high_value,6752.06,1,0,0.8206,1068,1,1,21.47,6.11,0,4,0,1,6752.06,0.5,6751.56,4.03
32c7d8b2-22aa-4a85-8b25-aaaebff9c6e0,cust_51c25ac83df9,2025-09-12T00:48:00+00:00,synthetic,synthetic_v1,unknown,card,human_review,high_value,9225.12,1,1,0.7054,1105,0,0,10.78,6.55,0,4,0,0,0.0,50.0,-50.0,
1e8a814e-46e1-4049-bc54-f0331bc7f332,cust_945f19c13611,2025-09-12T00:55:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,retry_payment,standard,250.29,1,1,0.5991,541,4,3,37.85,5.42,0,4,0,1,250.29,0.5,249.79,36.67
f1cf402d-ef33-4943-b698-390f1ddc3903,cust_8e497d29ac89,2025-09-12T00:59:00+00:00,synthetic,synthetic_v1,invalid_or_expired_method,upi,human_review,high_value,11397.68,1,0,0.6026,1534,0,0,2.68,6.89,0,4,1,0,0.0,50.0,-50.0,
5a5376cb-0550-4298-921f-56bbe2ab7663,cust_40c49ffe6be8,2025-09-12T02:16:00+00:00,synthetic,synthetic_v1,insufficient_funds,upi,retry_payment,standard,1545.44,2,1,0.7924,537,0,0,52.14,4.83,2,4,0,1,1545.44,0.5,1544.94,33.73
507851f0-ac2f-4407-964d-4202698bb844,cust_de899e829c14,2025-09-12T02:24:00+00:00,synthetic,synthetic_v1,unknown,wallet,human_review,standard,652.39,2,3,0.7776,878,0,0,25.38,5.94,2,4,1,1,652.39,50.0,602.39,83.22
035459d3-d675-4ab1-a806-2726bd847b25,cust_428265e76b08,2025-09-12T02:32:00+00:00,synthetic,synthetic_v1,insufficient_funds,upi,retry_payment,high_value,1719.62,1,0,0.676,1240,0,0,36.87,5.46,2,4,0,0,0.0,0.5,-0.5,
bc31ad47-58ac-4aea-81ac-64061b16e3e1,cust_3b0af7846770,2025-09-12T02:38:00+00:00,synthetic,synthetic_v1,insufficient_funds,netbanking,retry_payment,high_value,2759.3,2,1,0.7876,1812,4,3,46.99,5.04,2,4,0,0,0.0,0.5,-0.5,
b1ea5f12-80ec-4416-b321-92b0eeededc1,cust_dc7b367752a1,2025-09-12T02:54:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,retry_payment,high_value,7889.31,1,1,0.9293,972,4,3,3.99,6.83,2,4,1,1,7889.31,0.5,7888.81,52.32
ef2e2e47-db3d-40a8-88e6-fa093861bd43,cust_6fb89271fd3c,2025-09-12T03:19:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,emandate,retry_payment,high_value,4464.33,1,0,0.8093,1400,1,1,1.1,6.95,3,4,0,0,0.0,0.5,-0.5,
e8fd9e5b-40b0-46fb-805f-fc64ad3edd0a,cust_7ab6898b5dc9,2025-09-12T03:41:00+00:00,synthetic,synthetic_v1,invalid_or_expired_method,upi,stop_recovery,high_value,3530.34,1,1,0.9577,1005,4,4,20.42,6.15,3,4,1,0,0.0,0.0,0.0,
14e247b0-a7c7-4a32-acc9-c40c002d0dbf,cust_3a637325c980,2025-09-12T03:44:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,request_payment_method_update,standard,1550.44,0,0,0.9448,240,2,2,44.42,5.15,3,4,1,0,0.0,1.5,-1.5,
5ed498ca-c83c-4387-88d1-54d1a5134cf8,cust_ce7c62d7f001,2025-09-12T03:58:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,stop_recovery,high_value,1760.09,0,0,0.6419,1256,3,1,31.74,5.68,3,4,1,1,1760.09,0.0,1760.09,9.65
86c139d4-01bb-4164-9938-ecaa5fc5a7ac,cust_f70385338a90,2025-09-12T04:34:00+00:00,synthetic,synthetic_v1,invalid_or_expired_method,card,request_payment_method_update,standard,2617.59,0,0,0.6672,430,3,2,4.26,6.82,4,4,0,0,0.0,1.5,-1.5,
d4be9e4e-b8a5-4a25-9a4b-a7ba952c2345,cust_8078edfcd79a,2025-09-12T04:38:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,netbanking,request_customer_authorization,high_value,15180.34,1,0,0.8409,1256,1,1,4.98,6.79,4,4,0,0,0.0,1.0,-1.0,
fea9482d-71f4-41ab-89bf-18480c0a8b2d,cust_103270ffb9d0,2025-09-12T04:51:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,upi,request_customer_authorization,high_value,3387.13,1,1,0.9352,1452,0,0,20.25,6.16,4,4,1,1,3387.13,1.0,3386.13,78.83
6178fb3e-669e-4f70-aaf2-24f1f7146819,cust_2ac34162b893,2025-09-12T05:38:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,retry_payment,high_value,478.07,0,0,0.9254,1278,2,2,7.69,6.68,5,4,1,1,478.07,0.5,477.57,3.35
5406fa46-60c2-4b71-a556-d11ce335d2b5,cust_ec5b494f2d84,2025-09-12T05:42:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,card,retry_payment,standard,1463.16,1,2,0.6534,796,0,0,23.42,6.02,5,4,0,1,1463.16,0.5,1462.66,35.62
b5bdd752-504a-4cfa-aecd-824b3ea290f5,cust_c8d6fbbba526,2025-09-12T05:45:00+00:00,synthetic,synthetic_v1,mandate_or_authorization,emandate,request_customer_authorization,high_value,3119.02,1,1,0.8376,1080,4,3,41.53,5.27,5,4,1,1,3119.02,1.0,3118.02,12.84
2db7d1e7-059b-4d7e-bcee-790a88c0031a,cust_d102a3c8834d,2025-09-12T05:46:00+00:00,synthetic,synthetic_v1,insufficient_funds,upi,send_payment_link,standard,639.87,1,0,0.9015,344,4,4,14.54,6.39,5,4,1,1,639.87,1.0,638.87,36.0
98e1cdea-d8ac-4471-909f-3d979028a8b8,cust_9c81a5f2691a,2025-09-12T05:49:00+00:00,synthetic,synthetic_v1,invalid_or_expired_method,netbanking,request_payment_method_update,standard,648.88,0,0,0.7192,208,2,2,2.01,6.92,5,4,1,0,0.0,1.5,-1.5,
99130f51-b964-4fb0-b8b4-34cbd6513124,cust_0c6253c7ab74,2025-09-12T06:37:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,card,send_payment_link,standard,4115.93,3,0,0.5542,604,2,1,1.29,6.95,6,4,1,1,4115.93,1.0,4114.93,16.06
dd72debc-fb2e-4761-8e35-8ef6d88b5971,cust_4f1f7d3ff48c,2025-09-12T06:45:00+00:00,synthetic,synthetic_v1,insufficient_funds,upi,request_payment_method_update,new_or_risky,1480.08,0,0,0.4125,584,2,1,8.19,6.66,6,4,0,0,0.0,1.5,-1.5,
3a90933a-5ae7-4e7a-8422-1c576243b90c,cust_5391d218b0fe,2025-09-12T07:46:00+00:00,synthetic,synthetic_v1,invalid_or_expired_method,upi,request_payment_method_update,high_value,688.83,1,0,0.5625,1584,2,2,9.07,6.62,7,4,1,0,0.0,1.5,-1.5,
efb7204b-89df-44f9-8030-10d814f27c0e,cust_6eccc20b2bb6,2025-09-12T08:06:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,retry_payment,high_value,3476.29,0,0,0.8235,1433,0,0,13.78,6.43,8,4,1,1,3476.29,0.5,3475.79,5.71
ce01c8db-a704-4e44-8ea5-d817b7cab35f,cust_8bb43dd648d7,2025-09-12T08:34:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,request_payment_method_update,standard,4988.99,0,2,0.5861,541,1,1,0.99,6.96,8,4,1,0,0.0,1.5,-1.5,
265b7265-669f-4c16-a7b0-99be7840d638,cust_9f2bbd0fd556,2025-09-12T09:02:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,upi,retry_payment,high_value,1117.69,0,1,0.5841,1021,2,2,63.91,4.34,9,4,0,1,1117.69,0.5,1117.19,42.98
45df5411-e839-4af8-a173-d0d458440fa1,cust_138e4e7d6240,2025-09-12T09:31:00+00:00,synthetic,synthetic_v1,invalid_or_expired_method,upi,request_payment_method_update,standard,2352.98,4,0,0.7366,735,2,2,2.74,6.89,9,4,1,1,2352.98,1.5,2351.48,16.82
b7e8030b-04bf-404b-bb1b-7e7bee49d64b,cust_039bf37b5d5d,2025-09-12T09:35:00+00:00,synthetic,synthetic_v1,insufficient_funds,emandate,retry_payment,high_value,3353.97,0,0,0.9012,969,4,2,0.73,6.97,9,4,1,0,0.0,0.5,-0.5,
2e5629a9-6d99-4225-b30c-f76cbbe2fce6,cust_06622bbce9c2,2025-09-12T09:58:00+00:00,synthetic,synthetic_v1,insufficient_funds,netbanking,retry_payment,standard,1124.71,0,1,0.5681,324,4,2,2.07,6.91,9,4,0,1,1124.71,0.5,1124.21,29.93
a06bcd29-0b72-4a12-9179-d147e5aa79ef,cust_a723e01b06a5,2025-09-12T11:48:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,emandate,retry_payment,standard,457.36,1,3,0.8673,586,1,1,11.62,6.52,11,4,1,1,457.36,0.5,456.86,0.25
5f869895-81f4-4969-af6a-d44d17699826,cust_d311f9567ed6,2025-09-12T12:02:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,retry_payment,standard,432.32,0,0,0.8195,467,2,2,74.32,3.9,12,4,0,0,0.0,0.5,-0.5,
dbc67fbd-645d-4081-87c2-ce3cb139364e,cust_bdd645cf8012,2025-09-12T12:11:00+00:00,synthetic,synthetic_v1,insufficient_funds,card,retry_payment,high_value,3681.15,0,0,0.7749,1213,1,1,5.77,6.76,12,4,0,1,3681.15,0.5,3680.65,25.35
1b8b73ba-193d-4551-b270-3907799e08eb,cust_621f84881e73,2025-09-12T12:46:00+00:00,synthetic,synthetic_v1,temporary_gateway_or_bank,card,retry_payment,standard,1289.13,0,2,0.5428,132,0,0,21.3,6.11,12,4,0,1,1289.13,0.5,1288.63,8.06
